縣市,行政區別,鄰里,區域別代碼,總統候選人1,總統候選人1_得票數,總統候選人2,總統候選人2_得票數,總統候選人3,總統候選人3_得票數,總統候選人4,總統候選人4_得票數,總統候選人5,總統候選人5_得票數,總統候選人6,總統候選人6_得票數,總統候選人7,總統候選人7_得票數,總統候選人8,總統候選人8_得票數,總統候選人9,總統候選人9_得票數,總統候選人10,總統候選人10_得票數,總統候選人有效票數A,總統候選人無效票數B,總統候選人投票數C,總統候選人選舉人數G,區域立委候選人1＿候選人名稱,區域立委候選人1＿黨籍,區域立委候選人1_得票數,區域立委候選人2＿候選人名稱,區域立委候選人2＿黨籍,區域立委候選人2_得票數,區域立委候選人3＿候選人名稱,區域立委候選人3＿黨籍,區域立委候選人3_得票數,區域立委候選人4＿候選人名稱,區域立委候選人4＿黨籍,區域立委候選人4_得票數,區域立委候選人5＿候選人名稱,區域立委候選人5＿黨籍,區域立委候選人5_得票數,區域立委候選人6＿候選人名稱,區域立委候選人6＿黨籍,區域立委候選人6_得票數,區域立委候選人7＿候選人名稱,區域立委候選人7＿黨籍,區域立委候選人7_得票數,區域立委候選人8＿候選人名稱,區域立委候選人8＿黨籍,區域立委候選人8_得票數,區域立委候選人9＿候選人名稱,區域立委候選人9＿黨籍,區域立委候選人9_得票數,區域立委候選人10＿候選人名稱,區域立委候選人10＿黨籍,區域立委候選人10_得票數,區域立委有效票數A,區域立委無效票數B,區域立委投票數C,區域立委選舉人數G,平原立委候選人1＿候選人名稱,平原立委候選人1＿黨籍,平原立委候選人1_得票數,平原立委候選人2＿候選人名稱,平原立委候選人2＿黨籍,平原立委候選人2_得票數,平原立委候選人3＿候選人名稱,平原立委候選人3＿黨籍,平原立委候選人3_得票數,平原立委候選人4＿候選人名稱,平原立委候選人4＿黨籍,平原立委候選人4_得票數,平原立委候選人5＿候選人名稱,平原立委候選人5＿黨籍,平原立委候選人5_得票數,平原立委候選人6＿候選人名稱,平原立委候選人6＿黨籍,平原立委候選人6_得票數,平原立委候選人7＿候選人名稱,平原立委候選人7＿黨籍,平原立委候選人7_得票數,平原立委候選人8＿候選人名稱,平原立委候選人8＿黨籍,平原立委候選人8_得票數,平原立委候選人9＿候選人名稱,平原立委候選人9＿黨籍,平原立委候選人9_得票數,平原立委候選人10＿候選人名稱,平原立委候選人10＿黨籍,平原立委候選人10_得票數,平原立委有效票數A,平原立委無效票數B,平原立委投票數C,平原立委選舉人數G,山原立委候選人1＿候選人名稱,山原立委候選人1＿黨籍,山原立委候選人1_得票數,山原立委候選人2＿候選人名稱,山原立委候選人2＿黨籍,山原立委候選人2_得票數,山原立委候選人3＿候選人名稱,山原立委候選人3＿黨籍,山原立委候選人3_得票數,山原立委候選人4＿候選人名稱,山原立委候選人4＿黨籍,山原立委候選人4_得票數,山原立委候選人5＿候選人名稱,山原立委候選人5＿黨籍,山原立委候選人5_得票數,山原立委候選人6＿候選人名稱,山原立委候選人6＿黨籍,山原立委候選人6_得票數,山原立委候選人7＿候選人名稱,山原立委候選人7＿黨籍,山原立委候選人7_得票數,山原立委候選人8＿候選人名稱,山原立委候選人8＿黨籍,山原立委候選人8_得票數,山原立委候選人9＿候選人名稱,山原立委候選人9＿黨籍,山原立委候選人9_得票數,山原立委候選人10＿候選人名稱,山原立委候選人10＿黨籍,山原立委候選人10_得票數,山原立委有效票數A,山原立委無效票數B,山原立委投票數C,山原立委選舉人數G,"不分區政黨(1)

合一行動聯盟","不分區政黨(2)

中華統一促進黨","不分區政黨(3)

親民黨","不分區政黨(4)

安定力量","不分區政黨(5)

台灣基進","不分區政黨(6)

時代力量","不分區政黨(7)

新黨","不分區政黨(8)

喜樂島聯盟","不分區政黨(9)

中國國民黨","不分區政黨(10)

一邊一國行動黨","不分區政黨(11)

勞動黨","不分區政黨(12)

綠黨","不分區政黨(13)

宗教聯盟","不分區政黨(14)

民主進步黨","不分區政黨(15)

台灣民眾黨","不分區政黨(16)

台灣維新","不分區政黨(17)

台澎黨","不分區政黨(18)

國會政黨聯盟","不分區政黨(19)

台灣團結聯盟",不分區政黨有效票數A,不分區政黨無效票數B,不分區政黨投票數C,不分區政黨選舉人數G
花蓮縣,光復鄉,北富村,10015070014,宋楚瑜/余湘,11,韓國瑜/張善政,447,蔡英文/賴清德,114,,0,,0,,0,,0,,0,,0,,0,243,572,3,3,蕭嘉豪,無黨籍,0,蕭美琴,民主進步黨,30,黃啓嘉,中國國民黨,14,許願神,無黨籍,0,曹純明,無黨籍,0,傅崐萁,無黨籍,48,,,0,,,0,,,0,,,0,243,92,0,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,243,471,5,10,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,243,6,0,11,3,4,12,1,9,20,4,0,410,1,1,4,0,63,16,1,1,0,2,0,552,23,216
花蓮縣,光復鄉,南富村,10015070013,宋楚瑜/余湘,16,韓國瑜/張善政,390,蔡英文/賴清德,128,,0,,0,,0,,0,,0,,0,,0,242,534,1,3,蕭嘉豪,無黨籍,0,蕭美琴,民主進步黨,34,黃啓嘉,中國國民黨,8,許願神,無黨籍,0,曹純明,無黨籍,0,傅崐萁,無黨籍,21,,,0,,,0,,,0,,,0,242,63,0,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,242,462,5,10,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,242,5,0,11,5,4,13,4,16,11,1,0,366,2,0,7,1,67,15,5,0,1,3,0,521,14,216
花蓮縣,光復鄉,大全村,10015070007,宋楚瑜/余湘,18,韓國瑜/張善政,284,蔡英文/賴清德,165,,0,,0,,0,,0,,0,,0,,0,245,396,4,3,蕭嘉豪,無黨籍,1,蕭美琴,民主進步黨,121,黃啓嘉,中國國民黨,50,許願神,無黨籍,1,曹純明,無黨籍,0,傅崐萁,無黨籍,158,,,0,,,0,,,0,,,0,245,264,3,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,245,128,4,10,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,245,0,0,11,1,4,18,3,3,14,5,1,259,1,1,1,1,105,21,1,0,1,3,0,443,28,216
花蓮縣,光復鄉,大同村,10015070005,宋楚瑜/余湘,16,韓國瑜/張善政,406,蔡英文/賴清德,224,,0,,0,,0,,0,,0,,0,,0,237,646,8,3,蕭嘉豪,無黨籍,1,蕭美琴,民主進步黨,152,黃啓嘉,中國國民黨,73,許願神,無黨籍,2,曹純明,無黨籍,1,傅崐萁,無黨籍,171,,,0,,,0,,,0,,,0,237,400,3,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,237,242,2,10,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,237,5,0,11,1,8,26,2,9,31,10,1,362,2,1,6,3,122,39,2,1,1,0,0,627,26,216
花蓮縣,光復鄉,大安村,10015070001,宋楚瑜/余湘,20,韓國瑜/張善政,335,蔡英文/賴清德,234,,0,,0,,0,,0,,0,,0,,0,234,589,0,3,蕭嘉豪,無黨籍,3,蕭美琴,民主進步黨,208,黃啓嘉,中國國民黨,89,許願神,無黨籍,0,曹純明,無黨籍,1,傅崐萁,無黨籍,241,,,0,,,0,,,0,,,0,234,542,3,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,234,38,0,10,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,234,5,0,11,0,2,25,2,10,33,4,2,311,0,0,10,0,131,37,0,0,0,4,0,571,17,216
花蓮縣,光復鄉,大富村,10015070009,宋楚瑜/余湘,10,韓國瑜/張善政,99,蔡英文/賴清德,79,,0,,0,,0,,0,,0,,0,,0,248,188,0,3,蕭嘉豪,無黨籍,0,蕭美琴,民主進步黨,55,黃啓嘉,中國國民黨,55,許願神,無黨籍,2,曹純明,無黨籍,0,傅崐萁,無黨籍,56,,,0,,,0,,,0,,,0,248,168,3,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,248,15,0,10,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,248,1,0,11,1,2,9,2,1,5,3,1,84,1,0,2,1,50,15,0,0,1,2,0,180,8,216
花蓮縣,光復鄉,大平村,10015070003,宋楚瑜/余湘,14,韓國瑜/張善政,411,蔡英文/賴清德,159,,0,,0,,0,,0,,0,,0,,0,235,584,6,3,蕭嘉豪,無黨籍,0,蕭美琴,民主進步黨,70,黃啓嘉,中國國民黨,25,許願神,無黨籍,0,曹純明,無黨籍,0,傅崐萁,無黨籍,73,,,0,,,0,,,0,,,0,235,168,1,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,235,406,8,10,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,235,7,0,11,4,3,9,9,2,25,6,4,379,0,4,4,2,92,26,0,0,1,4,0,574,16,216
花蓮縣,光復鄉,大興村,10015070008,宋楚瑜/余湘,8,韓國瑜/張善政,197,蔡英文/賴清德,62,,0,,0,,0,,0,,0,,0,,0,247,267,2,3,蕭嘉豪,無黨籍,0,蕭美琴,民主進步黨,51,黃啓嘉,中國國民黨,19,許願神,無黨籍,0,曹純明,無黨籍,0,傅崐萁,無黨籍,82,,,0,,,0,,,0,,,0,247,152,2,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,247,109,2,10,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,247,4,0,11,4,3,8,2,5,10,3,0,181,0,1,4,1,31,9,0,0,0,0,0,262,7,216
花蓮縣,光復鄉,大華村,10015070002,宋楚瑜/余湘,25,韓國瑜/張善政,482,蔡英文/賴清德,329,,0,,0,,0,,0,,0,,0,,0,233,836,12,3,蕭嘉豪,無黨籍,1,蕭美琴,民主進步黨,262,黃啓嘉,中國國民黨,110,許願神,無黨籍,3,曹純明,無黨籍,0,傅崐萁,無黨籍,244,,,0,,,0,,,0,,,0,233,620,10,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,233,207,3,10,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,233,7,0,11,1,6,22,6,15,33,2,1,418,4,3,15,2,222,55,2,1,2,6,0,816,33,216
花蓮縣,光復鄉,大豐村,10015070010,宋楚瑜/余湘,5,韓國瑜/張善政,147,蔡英文/賴清德,99,,0,,0,,0,,0,,0,,0,,0,249,251,2,3,蕭嘉豪,無黨籍,0,蕭美琴,民主進步黨,82,黃啓嘉,中國國民黨,29,許願神,無黨籍,0,曹純明,無黨籍,0,傅崐萁,無黨籍,120,,,0,,,0,,,0,,,0,249,231,2,6,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,249,14,0,10,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,249,6,0,11,0,1,7,2,3,14,3,3,130,5,1,1,0,63,9,0,1,0,3,0,246,7,216
